{ Id = 1, UserId = 29, FirstName = rew, LastName = wer, ActionType = LoginFailed, DateTime = 02/09/2022 16:35:34 }
{ Id = 650, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 00:33:20 }

{ Id = 651, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:33:21 }

{ Id = 652, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 00:33:33 }

{ Id = 653, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:33:33 }

{ Id = 654, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 00:34:56 }

{ Id = 655, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:34:57 }

{ Id = 656, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:35:00 }

{ Id = 657, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:45:48 }

{ Id = 658, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:45:59 }

{ Id = 659, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:47:13 }

{ Id = 660, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:47:18 }

{ Id = 661, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:50:07 }

{ Id = 662, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:50:28 }

{ Id = 663, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:51:12 }

{ Id = 664, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:51:19 }

{ Id = 665, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:51:32 }

{ Id = 666, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:52:05 }

{ Id = 667, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:56:53 }

{ Id = 668, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:56:56 }

{ Id = 669, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 00:59:36 }

{ Id = 670, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 00:59:38 }

{ Id = 671, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:01:44 }

{ Id = 672, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:01:48 }

{ Id = 673, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:03:35 }

{ Id = 674, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:03:43 }

{ Id = 675, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:09:00 }

{ Id = 676, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:09:05 }

{ Id = 677, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:10:32 }

{ Id = 678, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:10:49 }

{ Id = 679, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:21:41 }

{ Id = 680, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:22:04 }

{ Id = 681, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:23:16 }

{ Id = 682, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:24:20 }

{ Id = 683, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:24:40 }

{ Id = 684, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:25:17 }

{ Id = 685, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:44:05 }

{ Id = 686, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:44:22 }

{ Id = 687, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:50:43 }

{ Id = 688, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:50:46 }

{ Id = 689, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:53:16 }

{ Id = 690, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:53:18 }

{ Id = 691, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:53:53 }

{ Id = 692, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:54:00 }

{ Id = 693, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:55:00 }

{ Id = 694, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:55:24 }

{ Id = 695, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 01:55:35 }

{ Id = 696, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 01:55:38 }

{ Id = 697, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 02:04:16 }

{ Id = 698, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 02:58:19 }

{ Id = 699, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 02:58:22 }

{ Id = 700, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 02:58:31 }

{ Id = 701, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 03:22:49 }

{ Id = 702, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 03:28:28 }

{ Id = 703, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 08:13:10 }

{ Id = 704, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 08:14:37 }

{ Id = 705, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:17:15 }

{ Id = 706, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:17:27 }

{ Id = 707, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:26:37 }

{ Id = 708, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:27:14 }

{ Id = 709, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:33:20 }

{ Id = 710, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:33:21 }

{ Id = 711, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:34:15 }

{ Id = 712, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:34:23 }

{ Id = 713, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:34:35 }

{ Id = 714, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:34:42 }

{ Id = 715, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:37:15 }

{ Id = 716, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 19:38:09 }

{ Id = 717, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:38:09 }

{ Id = 718, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 19:38:22 }

{ Id = 719, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:38:22 }

{ Id = 720, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 19:38:48 }

{ Id = 721, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:38:48 }

{ Id = 722, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:39:01 }

{ Id = 723, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:39:57 }

{ Id = 724, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:40:36 }

{ Id = 725, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:45:56 }

{ Id = 726, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:46:23 }

{ Id = 727, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:47:05 }

{ Id = 728, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:47:24 }

{ Id = 729, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:48:17 }

{ Id = 730, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:48:30 }

{ Id = 731, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:48:48 }

{ Id = 732, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:49:00 }

{ Id = 733, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:50:17 }

{ Id = 734, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:51:07 }

{ Id = 735, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:51:10 }

{ Id = 736, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:51:22 }

{ Id = 737, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:52:34 }

{ Id = 738, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 19:53:14 }

{ Id = 739, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 19:59:42 }

{ Id = 740, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 20:00:01 }

{ Id = 741, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 20:14:27 }

{ Id = 742, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 20:16:02 }

{ Id = 743, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 20:17:39 }

{ Id = 744, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 20:17:56 }

{ Id = 745, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 20:18:52 }

{ Id = 746, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 20:19:23 }

{ Id = 747, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 20:44:22 }

{ Id = 748, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 21:14:53 }

{ Id = 749, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:14:53 }

{ Id = 750, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:16:21 }

{ Id = 751, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:17:40 }

{ Id = 752, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:17:57 }

{ Id = 753, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:20:08 }

{ Id = 754, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:20:23 }

{ Id = 755, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:23:29 }

{ Id = 756, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:23:45 }

{ Id = 757, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:24:11 }

{ Id = 758, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:24:33 }

{ Id = 759, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:30:46 }

{ Id = 760, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:30:59 }

{ Id = 761, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:31:31 }

{ Id = 762, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:31:32 }

{ Id = 763, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:38:40 }

{ Id = 764, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:38:54 }

{ Id = 765, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:45:45 }

{ Id = 766, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:45:54 }

{ Id = 767, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 21:46:39 }

{ Id = 768, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 21:46:46 }

{ Id = 769, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:11:27 }

{ Id = 770, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:11:37 }

{ Id = 771, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:12:31 }

{ Id = 772, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:12:35 }

{ Id = 773, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:12:46 }

{ Id = 774, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:12:51 }

{ Id = 775, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:13:03 }

{ Id = 776, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:13:19 }

{ Id = 777, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:13:55 }

{ Id = 778, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:13:57 }

{ Id = 779, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:16:02 }

{ Id = 780, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:16:04 }

{ Id = 781, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:18:36 }

{ Id = 782, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:19:19 }

{ Id = 783, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:19:31 }

{ Id = 784, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:20:03 }

{ Id = 785, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:24:53 }

{ Id = 786, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:25:07 }

{ Id = 787, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:25:42 }

{ Id = 788, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:25:46 }

{ Id = 789, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:26:01 }

{ Id = 790, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:27:49 }

{ Id = 791, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:27:55 }

{ Id = 792, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:28:36 }

{ Id = 793, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:33:59 }

{ Id = 794, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:34:45 }

{ Id = 795, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:34:48 }

{ Id = 796, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:35:33 }

{ Id = 797, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:42:31 }

{ Id = 798, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:42:39 }

{ Id = 799, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:43:09 }

{ Id = 800, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:43:18 }

{ Id = 801, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:56:17 }

{ Id = 802, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:56:51 }

{ Id = 803, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 22:57:49 }

{ Id = 804, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 22:58:01 }

{ Id = 805, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:00:06 }

{ Id = 806, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:00:23 }

{ Id = 807, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:00:26 }

{ Id = 808, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:00:41 }

{ Id = 809, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:02:58 }

{ Id = 810, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:03:07 }

{ Id = 811, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:03:42 }

{ Id = 812, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:04:01 }

{ Id = 813, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:06:10 }

{ Id = 814, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:06:17 }

{ Id = 815, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:12:15 }

{ Id = 816, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:13:05 }

{ Id = 817, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:13:45 }

{ Id = 818, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:14:19 }

{ Id = 819, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:14:47 }

{ Id = 820, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:15:14 }

{ Id = 821, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:15:42 }

{ Id = 822, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:16:01 }

{ Id = 823, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:16:23 }

{ Id = 824, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:16:32 }

{ Id = 825, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:18:51 }

{ Id = 826, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:19:38 }

{ Id = 827, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:22:22 }

{ Id = 828, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 23:22:40 }

{ Id = 829, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:22:41 }

{ Id = 830, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 23:23:32 }

{ Id = 831, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:23:32 }

{ Id = 832, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 23:26:47 }

{ Id = 833, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:26:47 }

{ Id = 834, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:27:08 }

{ Id = 835, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:27:46 }

{ Id = 836, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 23:27:58 }

{ Id = 837, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:27:58 }

{ Id = 838, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 23:31:12 }

{ Id = 839, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:31:12 }

{ Id = 840, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:31:22 }

{ Id = 841, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:31:45 }

{ Id = 842, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 23:32:27 }

{ Id = 843, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:32:28 }

{ Id = 844, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:32:39 }

{ Id = 845, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:32:59 }

{ Id = 846, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 23:33:17 }

{ Id = 847, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:33:17 }

{ Id = 848, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:33:32 }

{ Id = 849, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:34:40 }

{ Id = 850, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:35:31 }

{ Id = 851, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:38:37 }

{ Id = 852, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:38:45 }

{ Id = 853, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:39:04 }

{ Id = 854, UserId = 41, FirstName = NO_USER, LastName = NO_USER, ActionType = Crush, DateTime = 17/09/2022 23:41:27 }

{ Id = 855, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:41:27 }

{ Id = 856, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:42:42 }

{ Id = 857, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:44:11 }

{ Id = 858, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:44:24 }

{ Id = 859, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:45:05 }

{ Id = 860, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:45:12 }

{ Id = 861, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:47:44 }

{ Id = 862, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:48:23 }

{ Id = 863, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:48:41 }

{ Id = 864, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:48:50 }

{ Id = 865, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:49:18 }

{ Id = 866, UserId = 42, FirstName = Joee, LastName = Montana, ActionType = Exit, DateTime = 17/09/2022 23:49:21 }

{ Id = 867, UserId = 46, FirstName = Moe, LastName = Doe, ActionType = StartUp, DateTime = 17/09/2022 23:50:08 }

